Display Settings	显示设置	powerpoint
Swap Presenter View and Slide Show	切换演示者视图和幻灯片放映	powerpoint
Keep slides updated	保持幻灯片更新	powerpoint
More slide show options	更多幻灯片放映选项	powerpoint
Transitions	切换	powerpoint
Apply To All	全部应用	powerpoint
Title And Content	标题和内容	powerpoint
Slide Layout	幻灯片版式	powerpoint
Process	流程	powerpoint
Cycle	循环	powerpoint
Hierarchy	层次结构	powerpoint
Relationship	关系	powerpoint
Matrix	矩阵	powerpoint
Demote	降级	powerpoint
Promote	升级	powerpoint
SmartArt Design	SmartArt 设计	powerpoint
Change Colors	更改颜色	powerpoint
SmartArt Styles	SmartArt 样式	powerpoint
Transparent	透明	powerpoint
Format Object	设置对象格式	powerpoint
Reset Graphic	重置图形	powerpoint
Current Selection	当前所选内容	powerpoint
Format Selection	设置所选内容格式	powerpoint
Tick Marks	刻度线	powerpoint
Major tick mark type	主要刻度线类型	powerpoint
Minor tick mark type	次要刻度线类型	powerpoint
Labels	标签	powerpoint
Axis Options	坐标轴选项	powerpoint
Interval between labels	标签间隔	powerpoint
Specify interval unit	指定间隔单位	powerpoint
Label distance from axis	标签与坐标轴的距离	powerpoint
Text Options	文本选项	powerpoint
Text Box	文本框	powerpoint
Text direction	文字方向	powerpoint
Custom angle	自定义角度	powerpoint
Horizontal (Categories) Axis Labels	水平(分类)轴标签	powerpoint
Edit	编辑	powerpoint
Axis label range	轴标签区域	powerpoint
Decimal places	小数位数	powerpoint
Linked to source	链接到源	powerpoint
Design Ideas	设计灵感	powerpoint
Background Styles	背景样式	powerpoint
Add to Dictionary	添加到词典	powerpoint
Proofing	校对	powerpoint
Check spelling as you type	键入时检查拼写	powerpoint
Presentation	演示文稿；PowerPoint 文件	powerpoint
Slide	幻灯片	powerpoint
Thumbnail Pane	缩略图窗格；显示所有幻灯片缩略图	powerpoint
Slide Pane	幻灯片窗格；编辑当前幻灯片的主区域	powerpoint
Notes Pane	备注窗格；添加演讲者备注	powerpoint
Placeholder	占位符；用于放置标题、文字或内容的框	powerpoint
Title Slide	标题幻灯片版式	powerpoint
Reset Slide	重置幻灯片占位符的位置和格式	powerpoint
Add Section	新增节以组织幻灯片	powerpoint
Reuse Slides	重用幻灯片；从其他演示文稿插入页面	powerpoint
Format Background	设置背景格式	powerpoint
Designer	设计器；自动提供幻灯片设计建议	powerpoint
Widescreen	宽屏比例 16:9	powerpoint
Transition to This Slide	切换到此幻灯片的效果库	powerpoint
Transition Sound	切换声音	powerpoint
Transition Duration	切换持续时间	powerpoint
Advance Slide	换片方式	powerpoint
On Mouse Click	单击鼠标时开始或换片	powerpoint
After	经过指定时间后自动开始或换片	powerpoint
Preview Transition	预览切换效果	powerpoint
Animation Painter	动画刷；复制对象的动画效果	powerpoint
Animation Start	动画开始方式	powerpoint
Animation Duration	动画持续时间	powerpoint
Entrance	进入动画	powerpoint
Emphasis	强调动画	powerpoint
Exit	退出动画	powerpoint
Motion Paths	动作路径动画	powerpoint
Rehearse Timings	排练计时	powerpoint
Record Slide Show	录制幻灯片放映	powerpoint
Use Timings	使用计时	powerpoint
Play Narrations	播放旁白	powerpoint
Show Media Controls	显示媒体控件	powerpoint
Custom Slide Show	自定义幻灯片放映	powerpoint
Laser Pointer	激光笔	powerpoint
Pen	放映时使用的笔工具	powerpoint
Highlighter	荧光笔	powerpoint
Black Screen	黑屏；暂时将放映画面变黑	powerpoint
Captions & Subtitles	字幕和副标题	powerpoint
Cameo	摄像头画面对象	powerpoint
Screen Recording	屏幕录制	powerpoint
Audio	音频	powerpoint
Video	视频	powerpoint
Photo Album	相册	powerpoint
Action	动作；设置单击或悬停后的跳转行为	powerpoint
Summary Zoom	摘要缩放；创建可交互的演示目录	powerpoint
Section Zoom	节缩放	powerpoint
Slide Zoom	幻灯片缩放	powerpoint
Align Objects	对齐多个对象	powerpoint
Distribute Horizontally	横向分布对象	powerpoint
Distribute Vertically	纵向分布对象	powerpoint
Rotate	旋转对象	powerpoint
Group Objects	组合对象	powerpoint
Ungroup Objects	取消组合对象	powerpoint
Bring Forward	上移一层	powerpoint
Bring to Front	置于顶层	powerpoint
Send Backward	下移一层	powerpoint
Send to Back	置于底层	powerpoint
Remove Background	删除图片背景	powerpoint
Artistic Effects	艺术效果	powerpoint
Corrections	更正；调整图片锐度、亮度和对比度	powerpoint
Picture Color	图片颜色	powerpoint
Transparency	透明度	powerpoint
Merge Shapes	合并形状	powerpoint
Edit Shape	编辑形状	powerpoint
Change Shape	更改形状	powerpoint
Smart Guides	智能参考线	powerpoint
Guides	参考线	powerpoint
Notes Page	备注页视图	powerpoint
Handout Master	讲义母版	powerpoint
Notes Master	备注母版	powerpoint
